Sno,Date,State/UnionTerritory,Confirmed,Cured,Deaths
635,04-04-2020,Ladakh,14,3,0
636,04-04-2020,Madhya Pradesh,104,0,6
637,04-04-2020,Maharashtra,490,42,24
638,04-04-2020,Manipur,2,0,0
639,04-04-2020,Mizoram,1,0,0
640,04-04-2020,Odisha,5,0,0
641,04-04-2020,Puducherry,5,1,0
642,04-04-2020,Punjab,57,1,5
643,04-04-2020,Rajasthan,200,21,0
644,04-04-2020,Tamil Nadu,411,6,2
645,04-04-2020,Telengana,159,1,7
646,04-04-2020,Uttarakhand,16,2,0
647,04-04-2020,Uttar Pradesh,174,19,2
648,04-04-2020,West Bengal,69,3,3
649,05-04-2020,Andhra Pradesh,190,1,1
650,05-04-2020,Andaman and Nicobar Islands,10,0,0
651,05-04-2020,Arunachal Pradesh,1,0,0
652,05-04-2020,Assam,26,0,0
653,05-04-2020,Bihar,30,0,1
654,05-04-2020,Chandigarh,18,0,0
655,05-04-2020,Chhattisgarh,9,3,0
656,05-04-2020,Delhi,503,18,7
657,05-04-2020,Goa,7,0,0
658,05-04-2020,Gujarat,122,18,11
659,05-04-2020,Haryana,59,25,1
660,05-04-2020,Himachal Pradesh,6,1,1
661,05-04-2020,Jammu and Kashmir,106,4,2
662,05-04-2020,Jharkhand,3,0,0
663,05-04-2020,Karnataka,144,12,4
664,05-04-2020,Kerala,306,49,2
665,05-04-2020,Ladakh,14,10,0
666,05-04-2020,Madhya Pradesh,165,0,9
667,05-04-2020,Maharashtra,490,42,24
668,05-04-2020,Manipur,2,0,0
669,05-04-2020,Mizoram,1,0,0
670,05-04-2020,Odisha,20,0,0
671,05-04-2020,Puducherry,5,1,0
672,05-04-2020,Punjab,57,1,5
673,05-04-2020,Rajasthan,200,21,0
674,05-04-2020,Tamil Nadu,485,6,3
675,05-04-2020,Telengana,269,32,7
676,05-04-2020,Uttarakhand,22,2,0
677,05-04-2020,Uttar Pradesh,227,19,2
678,05-04-2020,West Bengal,80,10,3
679,06-04-2020,Andhra Pradesh,226,1,3
680,06-04-2020,Andaman and Nicobar Islands,10,0,0
681,06-04-2020,Arunachal Pradesh,1,0,0
682,06-04-2020,Assam,26,0,0
683,06-04-2020,Bihar,32,0,1
684,06-04-2020,Chandigarh,18,0,0
685,06-04-2020,Chhattisgarh,10,8,0
686,06-04-2020,Delhi,523,19,7
687,06-04-2020,Goa,7,0,0
688,06-04-2020,Gujarat,144,22,12
689,06-04-2020,Haryana,84,25,1
690,06-04-2020,Himachal Pradesh,13,2,1
691,06-04-2020,Jammu and Kashmir,109,4,2
692,06-04-2020,Jharkhand,4,0,0
693,06-04-2020,Karnataka,151,12,4
694,06-04-2020,Kerala,314,55,2
695,06-04-2020,Ladakh,14,10,0
696,06-04-2020,Madhya Pradesh,165,0,9
697,06-04-2020,Maharashtra,748,56,45
698,06-04-2020,Manipur,2,0,0
699,06-04-2020,Mizoram,1,0,0
700,06-04-2020,Odisha,21,2,0
701,06-04-2020,Puducherry,5,1,0
702,06-04-2020,Punjab,76,4,6
703,06-04-2020,Rajasthan,274,21,0
704,06-04-2020,Tamil Nadu,571,8,5
705,06-04-2020,Telengana,321,34,7
706,06-04-2020,Uttarakhand,26,4,0
707,06-04-2020,Uttar Pradesh,305,21,3
708,06-04-2020,West Bengal,80,10,3
709,07-04-2020,Andhra Pradesh,266,1,3
710,07-04-2020,Andaman and Nicobar Islands,10,0,0
711,07-04-2020,Arunachal Pradesh,1,0,0
712,07-04-2020,Assam,26,0,0
713,07-04-2020,Bihar,32,0,1
714,07-04-2020,Chandigarh,18,7,0
715,07-04-2020,Chhattisgarh,10,9,0
716,07-04-2020,Delhi,576,21,7
717,07-04-2020,Goa,7,0,0
718,07-04-2020,Gujarat,165,25,13
719,07-04-2020,Haryana,90,25,1
720,07-04-2020,Himachal Pradesh,13,2,1
721,07-04-2020,Jammu and Kashmir,116,4,2
722,07-04-2020,Jharkhand,4,0,0
723,07-04-2020,Karnataka,175,25,4
724,07-04-2020,Kerala,327,58,2
725,07-04-2020,Ladakh,14,10,0
726,07-04-2020,Madhya Pradesh,229,0,13
727,07-04-2020,Maharashtra,868,56,48
728,07-04-2020,Manipur,2,0,0
729,07-04-2020,Mizoram,1,0,0
730,07-04-2020,Odisha,42,2,1
731,07-04-2020,Puducherry,5,1,0
732,07-04-2020,Punjab,91,4,7
733,07-04-2020,Rajasthan,288,21,3
734,07-04-2020,Tamil Nadu,621,8,5
735,07-04-2020,Telengana,364,35,7
736,07-04-2020,Tripura,1,0,0
737,07-04-2020,Uttarakhand,31,5,0
738,07-04-2020,Uttar Pradesh,305,21,3
739,07-04-2020,West Bengal,91,13,3
740,08-04-2020,Andhra Pradesh,305,5,4
741,08-04-2020,Andaman and Nicobar Islands,10,0,0
742,08-04-2020,Arunachal Pradesh,1,0,0
743,08-04-2020,Assam,27,0,0
744,08-04-2020,Bihar,38,0,1
745,08-04-2020,Chandigarh,18,7,0
746,08-04-2020,Chhattisgarh,10,9,0
747,08-04-2020,Delhi,576,21,9
748,08-04-2020,Goa,7,0,0
749,08-04-2020,Gujarat,165,25,13
750,08-04-2020,Haryana,147,28,3
751,08-04-2020,Himachal Pradesh,18,2,1
752,08-04-2020,Jammu and Kashmir,116,4,2
753,08-04-2020,Jharkhand,4,0,0
754,08-04-2020,Karnataka,175,25,4
755,08-04-2020,Kerala,336,70,2
756,08-04-2020,Ladakh,14,10,0
757,08-04-2020,Madhya Pradesh,229,0,13
758,08-04-2020,Maharashtra,1018,79,64
759,08-04-2020,Manipur,2,0,0
760,08-04-2020,Mizoram,1,0,0
761,08-04-2020,Odisha,42,2,1
762,08-04-2020,Puducherry,5,1,0
763,08-04-2020,Punjab,91,4,7
764,08-04-2020,Rajasthan,328,21,3
765,08-04-2020,Tamil Nadu,690,19,7
766,08-04-2020,Telengana,427,35,7
767,08-04-2020,Tripura,1,0,0
768,08-04-2020,Uttarakhand,31,5,0
769,08-04-2020,Uttar Pradesh,343,26,3
770,08-04-2020,West Bengal,99,13,5
771,09-04-2020,Andhra Pradesh,348,6,4
772,09-04-2020,Andaman and Nicobar Islands,11,0,0
773,09-04-2020,Arunachal Pradesh,1,0,0
774,09-04-2020,Assam,28,0,0
775,09-04-2020,Bihar,39,0,1
776,09-04-2020,Chandigarh,18,7,0
777,09-04-2020,Chhattisgarh,10,9,0
778,09-04-2020,Delhi,669,21,9
779,09-04-2020,Goa,7,0,0
780,09-04-2020,Gujarat,179,25,16
781,09-04-2020,Haryana,169,29,3
782,09-04-2020,Himachal Pradesh,18,2,1
783,09-04-2020,Jammu and Kashmir,158,4,4
784,09-04-2020,Jharkhand,13,0,0
785,09-04-2020,Karnataka,181,28,5
786,09-04-2020,Kerala,345,83,2
787,09-04-2020,Ladakh,14,10,0
788,09-04-2020,Madhya Pradesh,259,0,16
789,09-04-2020,Maharashtra,1135,117,72
790,09-04-2020,Manipur,2,1,0
791,09-04-2020,Mizoram,1,0,0
792,09-04-2020,Odisha,42,2,1
793,09-04-2020,Puducherry,5,1,0
794,09-04-2020,Punjab,101,4,8
795,09-04-2020,Rajasthan,383,21,3
796,09-04-2020,Tamil Nadu,738,21,8
797,09-04-2020,Telengana,442,35,7
798,09-04-2020,Tripura,1,0,0
799,09-04-2020,Uttarakhand,35,5,0
800,09-04-2020,Uttar Pradesh,410,31,4
801,09-04-2020,West Bengal,103,16,5
802,10-04-2020,Andhra Pradesh,363,7,6
803,10-04-2020,Andaman and Nicobar Islands,11,0,0
804,10-04-2020,Arunachal Pradesh,1,0,0
805,10-04-2020,Assam,29,0,0
806,10-04-2020,Bihar,60,0,1
807,10-04-2020,Chandigarh,18,7,0
808,10-04-2020,Chhattisgarh,10,9,0
809,10-04-2020,Delhi,898,25,13
810,10-04-2020,Goa,7,1,0
811,10-04-2020,Gujarat,241,26,17
812,10-04-2020,Haryana,169,29,3
813,10-04-2020,Himachal Pradesh,28,6,1
814,10-04-2020,Jammu and Kashmir,184,6,4
815,10-04-2020,Jharkhand,13,0,1
816,10-04-2020,Karnataka,197,30,6
817,10-04-2020,Kerala,357,96,2
818,10-04-2020,Ladakh,15,10,0
819,10-04-2020,Madhya Pradesh,259,0,16
820,10-04-2020,Maharashtra,1364,125,97
821,10-04-2020,Manipur,2,1,0
822,10-04-2020,Mizoram,1,0,0
823,10-04-2020,Odisha,44,2,1
824,10-04-2020,Puducherry,5,1,0
825,10-04-2020,Punjab,132,5,11
826,10-04-2020,Rajasthan,463,21,3
827,10-04-2020,Tamil Nadu,834,21,8
828,10-04-2020,Telengana,473,35,7
829,10-04-2020,Tripura,1,0,0
830,10-04-2020,Uttarakhand,35,5,0
831,10-04-2020,Uttar Pradesh,431,32,4
832,10-04-2020,West Bengal,116,16,5
833,11-04-2020,Andhra Pradesh,381,11,6
834,11-04-2020,Andaman and Nicobar Islands,11,0,0
835,11-04-2020,Arunachal Pradesh,1,0,0
836,11-04-2020,Assam,29,0,1
837,11-04-2020,Bihar,60,0,1
838,11-04-2020,Chandigarh,18,7,0
839,11-04-2020,Chhattisgarh,18,9,0
840,11-04-2020,Delhi,903,25,14
841,11-04-2020,Goa,7,1,0
842,11-04-2020,Gujarat,308,31,19
843,11-04-2020,Haryana,177,29,3
844,11-04-2020,Himachal Pradesh,28,6,1
845,11-04-2020,Jammu and Kashmir,207,6,4
846,11-04-2020,Jharkhand,17,0,1
847,11-04-2020,Karnataka,214,37,6
848,11-04-2020,Kerala,364,123,2
849,11-04-2020,Ladakh,15,10,0
850,11-04-2020,Madhya Pradesh,443,0,33
851,11-04-2020,Maharashtra,1574,188,110
852,11-04-2020,Manipur,2,1,0
853,11-04-2020,Mizoram,1,0,0
854,11-04-2020,Odisha,48,2,1
855,11-04-2020,Puducherry,7,1,0
856,11-04-2020,Punjab,132,5,11
857,11-04-2020,Rajasthan,553,21,3
858,11-04-2020,Tamil Nadu,911,44,8
859,11-04-2020,Telengana,504,43,9
860,11-04-2020,Tripura,2,0,0
861,11-04-2020,Uttarakhand,35,5,0
862,11-04-2020,Uttar Pradesh,433,32,4
863,11-04-2020,West Bengal,126,16,5
864,12-04-2020,Andhra Pradesh,381,11,6
865,12-04-2020,Andaman and Nicobar Islands,11,10,0
866,12-04-2020,Arunachal Pradesh,1,0,0
867,12-04-2020,Assam,29,0,1
868,12-04-2020,Bihar,64,19,1
869,12-04-2020,Chandigarh,19,7,0
870,12-04-2020,Chhattisgarh,25,10,0
871,12-04-2020,Delhi,1069,25,19
872,12-04-2020,Goa,7,5,0
873,12-04-2020,Gujarat,432,44,22
874,12-04-2020,Haryana,185,29,3
875,12-04-2020,Himachal Pradesh,32,6,1
876,12-04-2020,Jammu and Kashmir,224,6,4
877,12-04-2020,Jharkhand,17,0,1
878,12-04-2020,Karnataka,226,37,6
879,12-04-2020,Kerala,374,142,2
880,12-04-2020,Ladakh,15,10,0
881,12-04-2020,Madhya Pradesh,564,0,36
882,12-04-2020,Maharashtra,1761,208,127
883,12-04-2020,Manipur,2,1,0
884,12-04-2020,Mizoram,1,0,0
885,12-04-2020,Odisha,54,12,1
886,12-04-2020,Puducherry,7,1,0
887,12-04-2020,Punjab,151,5,11
888,12-04-2020,Rajasthan,700,21,3
889,12-04-2020,Tamil Nadu,969,44,10
890,12-04-2020,Telengana,504,43,9
891,12-04-2020,Tripura,2,0,0
892,12-04-2020,Uttarakhand,35,5,0
893,12-04-2020,Uttar Pradesh,452,45,5
894,12-04-2020,West Bengal,134,19,5
895,13-04-2020,Andhra Pradesh,432,11,7
896,13-04-2020,Andaman and Nicobar Islands,11,10,0
897,13-04-2020,Arunachal Pradesh,1,0,0
898,13-04-2020,Assam,31,0,1
899,13-04-2020,Bihar,64,26,1
900,13-04-2020,Chandigarh,21,7,0
901,13-04-2020,Chhattisgarh,31,10,0
902,13-04-2020,Delhi,1154,27,24
903,13-04-2020,Goa,7,5,0
904,13-04-2020,Gujarat,539,47,26
905,13-04-2020,Haryana,185,29,3
906,13-04-2020,Himachal Pradesh,32,13,1
907,13-04-2020,Jammu and Kashmir,245,6,4
908,13-04-2020,Jharkhand,19,0,2
909,13-04-2020,Karnataka,247,59,6
910,13-04-2020,Kerala,376,179,3
911,13-04-2020,Ladakh,15,10,0
912,13-04-2020,Madhya Pradesh,604,44,43
913,13-04-2020,Maharashtra,1985,217,149
914,13-04-2020,Manipur,2,1,0
915,13-04-2020,Mizoram,1,0,0
916,13-04-2020,Nagaland,1,0,0
917,13-04-2020,Odisha,54,12,1
918,13-04-2020,Puducherry,7,1,0
919,13-04-2020,Punjab,167,14,11
920,13-04-2020,Rajasthan,812,21,3
921,13-04-2020,Tamil Nadu,1075,50,11
922,13-04-2020,Telengana,562,100,16
923,13-04-2020,Tripura,2,0,0
924,13-04-2020,Uttarakhand,35,5,0
925,13-04-2020,Uttar Pradesh,483,47,5
926,13-04-2020,West Bengal,152,29,7
927,14-04-2020,Andhra Pradesh,473,14,9
928,14-04-2020,Andaman and Nicobar Islands,11,10,0
929,14-04-2020,Arunachal Pradesh,1,0,0
930,14-04-2020,Assam,31,0,1
931,14-04-2020,Bihar,66,26,1
932,14-04-2020,Chandigarh,21,7,0
933,14-04-2020,Chhattisgarh,31,10,0
934,14-04-2020,Delhi,1510,30,28
935,14-04-2020,Goa,7,5,0
936,14-04-2020,Gujarat,617,55,26
937,14-04-2020,Haryana,199,34,3
938,14-04-2020,Himachal Pradesh,32,13,1
939,14-04-2020,Jammu and Kashmir,270,16,4
940,14-04-2020,Jharkhand,24,0,2
941,14-04-2020,Karnataka,258,65,9
942,14-04-2020,Kerala,379,198,3
943,14-04-2020,Ladakh,15,10,0
944,14-04-2020,Madhya Pradesh,730,51,50
945,14-04-2020,Maharashtra,2337,229,160
946,14-04-2020,Manipur,2,1,0
947,14-04-2020,Meghalaya,1,0,0
948,14-04-2020,Mizoram,1,0,0
949,14-04-2020,Nagaland,1,0,0
950,14-04-2020,Odisha,55,18,1
951,14-04-2020,Puducherry,7,1,0
952,14-04-2020,Punjab,176,14,12
953,14-04-2020,Rajasthan,879,133,3
954,14-04-2020,Tamil Nadu,1173,58,11
955,14-04-2020,Telengana,624,100,17
956,14-04-2020,Tripura,2,0,0
957,14-04-2020,Uttarakhand,35,7,0
958,14-04-2020,Uttar Pradesh,657,49,5
959,14-04-2020,West Bengal,190,36,7
960,15-04-2020,Andaman and Nicobar Islands,11,10,0
961,15-04-2020,Andhra Pradesh,503,16,9
962,15-04-2020,Arunachal Pradesh,1,0,0
963,15-04-2020,Assam,33,0,1
964,15-04-2020,Bihar,70,29,1
965,15-04-2020,Chandigarh,21,7,0
966,15-04-2020,Chhattisgarh,33,13,0
967,15-04-2020,Delhi,1561,30,30
968,15-04-2020,Goa,7,5,0
969,15-04-2020,Gujarat,695,59,30
970,15-04-2020,Haryana,199,34,3
971,15-04-2020,Himachal Pradesh,33,13,1
972,15-04-2020,Jammu and Kashmir,278,30,4
973,15-04-2020,Jharkhand,27,0,2
974,15-04-2020,Karnataka,277,75,11
975,15-04-2020,Kerala,387,211,3
976,15-04-2020,Ladakh,17,10,0
977,15-04-2020,Madhya Pradesh,987,64,53
978,15-04-2020,Maharashtra,2687,259,178
979,15-04-2020,Manipur,2,1,0
980,15-04-2020,Meghalaya,7,0,1
981,15-04-2020,Mizoram,1,0,0
982,15-04-2020,Nagaland,0,0,0
983,15-04-2020,Odisha,60,18,1
984,15-04-2020,Puducherry,7,1,0
985,15-04-2020,Punjab,186,14,13
986,15-04-2020,Rajasthan,1005,147,3
987,15-04-2020,Tamil Nadu,1204,81,12
988,15-04-2020,Telengana,647,120,18
989,15-04-2020,Tripura,2,0,0
990,15-04-2020,Uttarakhand,37,9,0
991,15-04-2020,Uttar Pradesh,735,51,11
992,15-04-2020,West Bengal,213,37,7
993,16-04-2020,Andaman and Nicobar Islands,11,10,0
994,16-04-2020,Andhra Pradesh,534,20,14
995,16-04-2020,Arunachal Pradesh,1,0,0
996,16-04-2020,Assam,33,5,1
997,16-04-2020,Bihar,74,29,1
998,16-04-2020,Chandigarh,21,7,0
999,16-04-2020,Chhattisgarh,33,17,0
1000,16-04-2020,Delhi,1578,42,32
1001,16-04-2020,Goa,7,5,0
1002,16-04-2020,Gujarat,871,64,36
1003,16-04-2020,Haryana,205,43,3
1004,16-04-2020,Himachal Pradesh,35,16,1
1005,16-04-2020,Jammu and Kashmir,300,36,4
1006,16-04-2020,Jharkhand,28,0,2
1007,16-04-2020,Karnataka,315,82,13
1008,16-04-2020,Kerala,388,218,3
1009,16-04-2020,Ladakh,17,10,0
1010,16-04-2020,Madhya Pradesh,1120,64,53
1011,16-04-2020,Maharashtra,2919,295,187
1012,16-04-2020,Manipur,2,1,0
1013,16-04-2020,Meghalaya,7,0,1
1014,16-04-2020,Mizoram,1,0,0
1015,16-04-2020,Nagaland,0,0,0
1016,16-04-2020,Odisha,60,18,1
1017,16-04-2020,Puducherry,7,1,0
1018,16-04-2020,Punjab,186,27,13
1019,16-04-2020,Rajasthan,1023,147,3
1020,16-04-2020,Tamil Nadu,1242,118,14
1021,16-04-2020,Telengana,698,120,18
1022,16-04-2020,Tripura,2,1,0
1023,16-04-2020,Uttarakhand,37,9,0
1024,16-04-2020,Uttar Pradesh,773,68,13
1025,16-04-2020,West Bengal,231,42,7
1026,17-04-2020,Andaman and Nicobar Islands,11,10,0
1027,17-04-2020,Andhra Pradesh,572,36,14
1028,17-04-2020,Arunachal Pradesh,1,0,0
1029,17-04-2020,Assam,35,5,1
1030,17-04-2020,Bihar,83,37,1
1031,17-04-2020,Chandigarh,21,9,0
1032,17-04-2020,Chhattisgarh,36,23,0
1033,17-04-2020,Delhi,1640,51,38
1034,17-04-2020,Goa,7,6,0
1035,17-04-2020,Gujarat,1021,74,38
1036,17-04-2020,Haryana,205,43,3
1037,17-04-2020,Himachal Pradesh,35,16,1
1038,17-04-2020,Jammu and Kashmir,314,38,4
1039,17-04-2020,Jharkhand,29,0,2
1040,17-04-2020,Karnataka,353,82,13
1041,17-04-2020,Kerala,395,245,3
1042,17-04-2020,Ladakh,18,14,0
1043,17-04-2020,Madhya Pradesh,1308,65,57
1044,17-04-2020,Maharashtra,3205,300,194
1045,17-04-2020,Manipur,2,1,0
1046,17-04-2020,Meghalaya,9,0,1
1047,17-04-2020,Mizoram,1,0,0
1048,17-04-2020,Nagaland,0,0,0
1049,17-04-2020,Odisha,60,19,1
1050,17-04-2020,Puducherry,7,1,0
1051,17-04-2020,Punjab,186,27,13
1052,17-04-2020,Rajasthan,1131,164,11
1053,17-04-2020,Tamil Nadu,1267,180,15
1054,17-04-2020,Telengana,743,186,18
1055,17-04-2020,Tripura,2,1,0
1056,17-04-2020,Uttarakhand,37,9,0
1057,17-04-2020,Uttar Pradesh,846,74,14
1058,17-04-2020,West Bengal,255,51,10
1059,18-04-2020,Andaman and Nicobar Islands,12,11,0
1060,18-04-2020,Andhra Pradesh,603,42,15
1061,18-04-2020,Arunachal Pradesh,1,0,0
1062,18-04-2020,Assam,35,9,1
1063,18-04-2020,Bihar,85,37,2
1064,18-04-2020,Chandigarh,21,9,0
1065,18-04-2020,Chhattisgarh,36,24,0
1066,18-04-2020,Delhi,1707,72,42
1067,18-04-2020,Goa,7,6,0
1068,18-04-2020,Gujarat,1272,88,48
1069,18-04-2020,Haryana,225,43,3
1070,18-04-2020,Himachal Pradesh,38,16,1
1071,18-04-2020,Jammu and Kashmir,328,42,5
1072,18-04-2020,Jharkhand,33,0,2
1073,18-04-2020,Karnataka,371,92,13
1074,18-04-2020,Kerala,396,255,3
1075,18-04-2020,Ladakh,18,14,0
1076,18-04-2020,Madhya Pradesh,1355,69,69
1077,18-04-2020,Maharashtra,3323,331,201
1078,18-04-2020,Manipur,2,1,0
1079,18-04-2020,Meghalaya,11,0,1
1080,18-04-2020,Mizoram,1,0,0
1081,18-04-2020,Nagaland,0,0,0
1082,18-04-2020,Odisha,60,21,1
1083,18-04-2020,Puducherry,7,3,0
1084,18-04-2020,Punjab,202,27,13
1085,18-04-2020,Rajasthan,1229,183,11
1086,18-04-2020,Tamil Nadu,1323,283,15
1087,18-04-2020,Telengana,791,186,18
1088,18-04-2020,Tripura,2,1,0
1089,18-04-2020,Uttarakhand,42,9,0
1090,18-04-2020,Uttar Pradesh,969,86,14
1091,18-04-2020,West Bengal,287,55,10
1092,19-04-2020,Maharastra,3651,365,211
1093,19-04-2020,Delhi,1893,72,42
1094,19-04-2020,Madhya Pradesh,1407,127,70
1095,19-04-2020,Gujarat,1376,93,53
1096,19-04-2020,Tamil Nadu,1372,365,15
1097,19-04-2020,Rajasthan,1351,183,11
1098,19-04-2020,Uttar Pradesh,969,86,14
1099,19-04-2020,Telengana,809,186,18
1100,19-04-2020,Andhra Pradesh,603,42,15
1101,19-04-2020,Kerala,400,257,3
1102,19-04-2020,Karnataka,384,104,14
1103,19-04-2020,Jammu and Kashmir,341,51,5
1104,19-04-2020,West Bengal,310,62,12
1105,19-04-2020,Haryana,225,43,3
1106,19-04-2020,Punjab,202,27,13
1107,19-04-2020,Bihar,86,37,13
1108,19-04-2020,Odisha,61,24,1
1109,19-04-2020,Uttarakhand,42,9,0
1110,19-04-2020,Himachal Pradesh,1,16,1
1111,19-04-2020,Chhattisgarh,36,24,0
1112,19-04-2020,Assam,35,12,1
1113,19-04-2020,Jharkhand,34,0,2
1114,19-04-2020,Chandigarh,23,10,0
1115,19-04-2020,Ladakh,18,14,0
1116,19-04-2020,Andaman and Nicobar Islands,14,11,0
1117,19-04-2020,Meghalaya,11,0,1
1118,19-04-2020,Puducherry,7,3,0
1119,19-04-2020,Goa,7,6,0
1120,19-04-2020,Tripura,2,1,0
1121,19-04-2020,Manipur,2,1,0
1122,19-04-2020,Mizoram,1,0,0
1123,19-04-2020,Arunachal Pradesh,1,0,0
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,

